Date,Open,High,Low,Close,Adj_Close,Volume,Day
1/22/2014,184.490005,184.570007,183.910004,184.300003,154.44458,61270900,76
1/23/2014,183.369995,183.399994,181.820007,182.789993,153.179184,132496900,77
1/24/2014,181.600006,181.660004,178.830002,178.889999,149.910965,208677100,78
1/27/2014,179.059998,179.520004,177.119995,178.009995,149.173492,180843100,79
1/28/2014,178.139999,179.300003,178.119995,179.070007,150.061783,110463200,80
1/29/2014,177.580002,178.550003,176.880005,177.350006,148.620453,216597300,81
1/30/2014,178.830002,179.809998,178.259995,179.229996,150.195892,118938100,82
1/31/2014,177.009995,179.289993,176.919998,178.179993,149.31601,194677900,83
2/3/2014,177.970001,178.369995,173.830002,174.169998,145.955582,254837100,84
2/4/2014,174.949997,175.839996,174.110001,175.389999,146.977951,165012400,85
2/5/2014,174.779999,175.559998,173.710007,175.169998,146.793518,164230500,86
2/6/2014,175.580002,177.479996,175.220001,177.479996,148.729355,132877600,87
2/7/2014,178.309998,179.869995,177.729996,179.679993,150.573044,170787200,88
2/10/2014,179.699997,180.070007,179.210007,180.009995,150.849518,92218800,89
2/11/2014,180.160004,182.440002,180.039993,181.979996,152.500381,117814100,90
2/12/2014,182.25,182.830002,181.710007,182.070007,152.575836,94717700,91
2/13/2014,180.839996,183.199997,180.830002,183.009995,153.363541,100542200,92
2/14/2014,182.839996,184.360001,182.669998,184.020004,154.20993,96498400,93
2/18/2014,184.179993,184.490005,183.649994,184.240005,154.394318,80460900,94
2/19/2014,183.759995,184.949997,182.869995,183.020004,153.371918,126524300,95
2/20/2014,183.270004,184.520004,182.600006,184.100006,154.276947,104998100,96
2/21/2014,184.449997,184.889999,183.800003,183.889999,154.101013,118116400,97
2/24/2014,184.279999,186.149994,184.199997,184.910004,154.955719,114063900,98
2/25/2014,185.059998,185.589996,184.229996,184.839996,154.897064,117085000,99
2/26/2014,185.110001,185.600006,184.330002,184.850006,154.905441,98677200,100
2/27/2014,184.580002,185.869995,184.369995,185.820007,155.718323,93880800,101
2/28/2014,185.789993,187.149994,185.050003,186.289993,156.112137,150842000,102
3/3/2014,184.649994,185.449997,183.75,184.979996,155.014404,167748500,103
3/4/2014,186.789993,187.979996,186.75,187.580002,157.193207,167545900,104
3/5/2014,187.740005,188.070007,187.449997,187.75,157.335739,88376900,105
3/6/2014,188.210007,188.610001,187.779999,188.179993,157.696014,82516500,106
3/7/2014,188.960007,188.960007,187.429993,188.259995,157.763092,114513500,107
3/10/2014,187.970001,188.229996,187.080002,188.160004,157.67926,74939200,108
3/11/2014,188.440002,188.710007,186.800003,187.229996,156.899918,99009100,109
3/12/2014,186.320007,187.350006,185.899994,187.279999,156.941818,104824400,110
3/13/2014,187.839996,187.990005,184.660004,185.179993,155.182037,155014300,111
3/14/2014,184.850006,185.800003,184.440002,184.660004,154.746262,153919600,112
3/17/2014,185.589996,186.770004,185.509995,186.330002,156.145721,98359500,113
3/18/2014,186.710007,187.910004,186.509995,187.660004,157.260254,101804600,114
3/19/2014,187.679993,187.940002,185.470001,186.660004,156.422211,176267300,115
3/20/2014,186.25,187.889999,185.919998,187.75,157.335739,117241000,116
3/21/2014,187.710007,189.020004,186.029999,186.199997,156.725418,163128000,117
3/24/2014,186.839996,187.070007,184.619995,185.429993,156.077332,121411000,118
3/25/2014,186.369995,186.940002,185.270004,186.309998,156.818039,103852000,119
3/26/2014,187.039993,187.339996,184.919998,184.970001,155.69014,119843000,120
3/27/2014,184.75,185.339996,183.899994,184.580002,155.361862,142383000,121
3/28/2014,185.110001,186.419998,185,185.490005,156.127838,101642000,122
3/31/2014,186.669998,187.300003,185.520004,187.009995,157.407196,99745000,123
4/1/2014,187.619995,188.360001,187,188.25,158.450974,89193000,124
4/2/2014,188.490005,189.130005,188.139999,188.880005,158.981262,78774000,125
4/3/2014,189.169998,189.220001,188.050003,188.630005,158.770737,77435000,126
4/4/2014,189.660004,189.699997,186.100006,186.399994,156.893784,169381000,127
4/7/2014,185.949997,186.259995,183.960007,184.339996,155.159851,140803000,128
4/8/2014,184.259995,185.399994,183.589996,185.100006,155.799591,112660000,129
4/9/2014,185.600006,187.149994,185.059998,187.089996,157.474579,100254000,130
4/10/2014,187.080002,187.169998,182.929993,183.160004,154.166656,172959000,131
4/11/2014,182.139999,183.419998,181.309998,181.509995,152.777847,167251000,132
4/14/2014,182.929993,183.369995,181.440002,182.940002,153.981506,132382000,133
4/15/2014,183.320007,184.330002,181.509995,184.199997,155.042038,157093000,134
4/16/2014,185.470001,186.139999,184.649994,186.130005,156.666519,105197000,135
4/17/2014,185.880005,186.910004,185.559998,186.389999,156.885406,105255000,136
4/21/2014,186.440002,187.100006,186.210007,187.039993,157.43251,68329000,137
4/22/2014,187.229996,188.399994,187.130005,187.889999,158.147888,85790000,138
4/23/2014,187.820007,187.919998,187.300003,187.449997,157.777618,73869000,139
4/24/2014,188.369995,188.389999,186.929993,187.830002,158.097427,88170000,140
4/25/2014,187.220001,187.330002,185.869995,186.289993,156.801163,100380000,141
4/28/2014,187.050003,187.690002,184.960007,186.880005,157.297836,135121000,142
4/29/2014,187.479996,188.039993,187.080002,187.75,158.030136,84098000,143
4/30/2014,187.440002,188.5,187.179993,188.309998,158.501434,101508000,144
5/1/2014,188.220001,188.839996,187.729996,188.330002,158.518326,93019000,145
5/2/2014,188.309998,189.139999,187.779999,188.059998,158.291031,98122000,146
5/5/2014,187.139999,188.550003,186.619995,188.419998,158.59404,75883000,147
5/6/2014,188,188.130005,186.740005,186.779999,157.213654,85454000,148
5/7/2014,187.410004,187.970001,186.009995,187.880005,158.139526,106500000,149
5/8/2014,187.710007,189.050003,187.080002,187.679993,157.971207,93618000,150
5/9/2014,187.710007,188.039993,186.830002,187.960007,158.206879,83679000,151
5/12/2014,188.800003,189.880005,188,189.789993,159.747192,86940000,152
5/13/2014,190.039993,190.419998,189.770004,189.960007,159.890259,66454000,153
5/14/2014,189.789993,189.880005,188.789993,189.059998,159.132736,72367000,154
5/15/2014,188.679993,188.720001,186.479996,187.399994,157.735504,154956000,155
5/16/2014,187.509995,188.130005,186.720001,188.050003,158.282578,97458000,156
5/19/2014,187.690002,188.889999,187.520004,188.740005,158.863403,63839000,157
5/20/2014,188.649994,188.669998,187.070007,187.550003,157.861694,111644000,158
5/21/2014,188.089996,189.220001,188.059998,189.130005,159.191666,89093000,159
5/22/2014,189.179993,189.979996,188.860001,189.589996,159.578842,61549000,160
5/23/2014,189.759995,190.479996,189.589996,190.350006,160.218521,61092800,161
5/27/2014,191.059998,191.580002,190.949997,191.520004,161.203308,72010000,162
5/28/2014,191.520004,191.820007,191.059998,191.380005,161.08548,66723000,163
5/29/2014,191.820007,192.399994,191.330002,192.369995,161.918777,64377000,164
5/30/2014,192.190002,192.800003,192.029999,192.679993,162.179703,76316000,165
6/2/2014,192.949997,192.990005,191.970001,192.899994,162.364899,64656000,166
6/3/2014,192.429993,192.899994,192.25,192.800003,162.280731,65047000,167
6/4/2014,192.470001,193.300003,192.270004,193.190002,162.608963,55529000,168
6/5/2014,193.410004,194.649994,192.699997,194.449997,163.669525,92103000,169
6/6/2014,194.869995,195.429993,194.779999,195.380005,164.452301,78696000,170
6/9/2014,195.350006,196.050003,195.169998,195.580002,164.620605,65119000,171
6/10/2014,195.339996,195.639999,194.919998,195.600006,164.637497,57129000,172
6/11/2014,194.899994,195.119995,194.479996,194.919998,164.065125,68772000,173
6/12/2014,194.690002,194.800003,193.110001,193.539993,162.903595,106350000,174
6/13/2014,193.919998,194.320007,193.300003,194.130005,163.400192,82017000,175
6/16/2014,193.889999,194.699997,193.660004,194.289993,163.534866,87424000,176
6/17/2014,194.020004,194.970001,193.809998,194.830002,163.989365,84834000,177
6/18/2014,194.830002,196.369995,194.399994,196.259995,165.193008,105267000,178
6/19/2014,196.429993,196.600006,195.800003,196.479996,165.37822,85929000,179
6/20/2014,196.029999,196.100006,195.699997,195.940002,165.713928,100587000,180
6/23/2014,195.990005,196.050003,195.520004,195.880005,165.663177,70611000,181
6/24/2014,195.529999,196.5,194.479996,194.699997,164.665222,96237000,182
6/25/2014,194.289993,195.779999,194.25,195.580002,165.409424,82782000,183
6/26/2014,195.610001,195.630005,194.130005,195.440002,165.291092,84312000,184
6/27/2014,194.979996,195.880005,194.889999,195.820007,165.612457,71445100,185
6/30/2014,195.699997,196.169998,195.529999,195.720001,165.527802,70201200,186
7/1/2014,196.199997,197.630005,196.130005,197.029999,166.635773,90470000,187
7/2/2014,197.050003,197.479996,196.960007,197.229996,166.804932,52475000,188
7/3/2014,197.789993,198.289993,197.639999,198.199997,167.62532,52938800,189
7/7/2014,197.820007,197.979996,197.220001,197.509995,167.041702,61696000,190
7/8/2014,197.149994,197.220001,195.759995,196.240005,165.967651,108143000,191
7/9/2014,196.729996,197.300003,196.309998,197.119995,166.711868,72992000,192
7/10/2014,195.220001,196.860001,195.059998,196.339996,166.052231,99040000,193
7/11/2014,196.220001,196.75,195.779999,196.610001,166.280533,64243000,194
7/14/2014,197.610001,197.860001,197.440002,197.600006,167.117828,58658000,195
7/15/2014,197.720001,198.100006,196.360001,197.229996,166.804932,111307000,196
7/16/2014,198.110001,198.259995,197.419998,197.960007,167.422318,79986400,197
7/17/2014,197.350006,198.100006,195.429993,195.710007,165.51944,145398000,198
7/18/2014,196.350006,197.910004,196.240005,197.710007,167.210922,124330000,199
7/21/2014,197.089996,197.5,196.429993,197.339996,166.897903,67592000,200
7/22/2014,198.009995,198.559998,197.869995,198.199997,167.62532,67678000,201
7/23/2014,198.5,198.850006,198.100006,198.639999,167.997437,65612000,202
7/24/2014,198.830002,199.059998,198.449997,198.649994,168.005875,56888000,203
7/25/2014,198.089996,198.259995,197.330002,197.720001,167.21936,76837000,204
7/28/2014,197.759995,198.089996,196.619995,197.800003,167.286987,69259000,205
7/29/2014,198.169998,198.449997,196.919998,196.949997,166.568161,80466000,206
7/30/2014,197.649994,197.910004,196.160004,196.979996,166.593506,104222000,207
7/31/2014,195.610001,195.779999,192.970001,193.089996,163.303604,183479000,208
8/1/2014,192.559998,193.759995,191.570007,192.5,162.804626,189261000,209
8/4/2014,192.869995,194.300003,192.050003,193.889999,163.980133,91340000,210
8/5/2014,193.100006,193.600006,191.309998,192.009995,162.390182,152690000,211
8/6/2014,191.110001,192.889999,191.080002,192.070007,162.440964,94818000,212
8/7/2014,192.940002,193.130005,190.550003,191.029999,161.561371,135733000,213
8/8/2014,191.460007,193.369995,190.949997,193.240005,163.430466,117014000,214
8/11/2014,193.970001,194.660004,193.710007,193.800003,163.904053,74544000,215
8/12/2014,193.610001,194.149994,192.940002,193.529999,163.675751,73632000,216
8/13/2014,194.289993,195.059998,193.960007,194.839996,164.783615,69047000,217
8/14/2014,195.160004,195.759995,194.979996,195.759995,165.561707,57371000,218
8/15/2014,196.470001,196.649994,194.309998,195.720001,165.527802,139951000,219
8/18/2014,196.800003,197.449997,196.690002,197.360001,166.914886,75424000,220
8/19/2014,197.839996,198.539993,197.440002,198.389999,167.78598,59135000,221
8/20/2014,198.119995,199.160004,198.080002,198.919998,168.234207,72763000,222
8/21/2014,199.089996,199.759995,198.929993,199.5,168.724716,67791000,223
8/22/2014,199.339996,199.690002,198.740005,199.190002,168.46257,76107000,224
8/25/2014,200.139999,200.589996,199.149994,200.199997,169.316818,63855000,225
8/26/2014,200.330002,200.820007,200.279999,200.330002,169.426712,47298000,226
8/27/2014,200.429993,200.570007,199.940002,200.25,169.359085,47874000,227
8/28/2014,199.589996,200.270004,199.389999,200.139999,169.266037,58330000,228
8/29/2014,200.449997,200.729996,199.820007,200.710007,169.748062,65907000,229
9/2/2014,200.970001,201,199.860001,200.610001,169.663528,72426000,230
9/3/2014,201.380005,201.410004,200.220001,200.5,169.570465,57462000,231
9/4/2014,200.839996,201.580002,199.660004,200.210007,169.325256,85236000,232
9/5/2014,200.169998,201.190002,199.410004,201.110001,170.086365,102177000,233
9/8/2014,200.919998,201.210007,200,200.589996,169.646637,64146000,234
9/9/2014,200.410004,200.550003,198.910004,199.320007,168.572479,88591000,235
9/10/2014,199.429993,200.199997,198.770004,200.070007,169.206787,67251000,236
9/11/2014,199.270004,200.330002,199.119995,200.300003,169.401321,66774400,237
9/12/2014,200.100006,200.119995,198.559998,199.130005,168.411835,117409300,238
9/15/2014,199.160004,199.320007,198.380005,198.979996,168.284943,76401000,239
9/16/2014,198.610001,200.839996,198.5,200.479996,169.553574,116201000,240
9/17/2014,200.770004,201.679993,199.75,200.75,169.781952,151266000,241
9/18/2014,201.360001,201.850006,201.100006,201.820007,170.686859,94990000,242
9/19/2014,201.520004,201.899994,200.289993,200.699997,170.533112,121649000,243
9/22/2014,200.350006,200.380005,198.729996,199.149994,169.216064,125553000,244
9/23/2014,198.429993,199.259995,197.949997,198.009995,168.247421,111393000,245
9/24/2014,198.039993,199.690002,197.520004,199.559998,169.564514,107276000,246
9/25/2014,199.039993,199.050003,196.270004,196.339996,166.82843,150300000,247
9/26/2014,196.699997,198.389999,196.419998,197.899994,168.153961,103547000,248
9/29/2014,196.199997,197.889999,196.050003,197.539993,167.848068,95112000,249
9/30/2014,197.690002,198.300003,196.610001,197.020004,167.406235,131302000,250
10/1/2014,196.699997,196.770004,193.910004,194.350006,165.137573,177798000,251
10/2/2014,194.179993,195.059998,192.350006,194.380005,165.16301,157285000,252
10/3/2014,195.679993,196.940002,195.080002,196.520004,166.981415,121569000,253
10/6/2014,197.339996,197.600006,195.580002,196.289993,166.785934,104778000,254
10/7/2014,195.279999,195.720001,193.220001,193.259995,164.211365,147913000,255
10/8/2014,193.369995,196.919998,192.360001,196.639999,167.083344,186461000,256
10/9/2014,196.330002,196.600006,192.580002,192.740005,163.769577,210705000,257
10/10/2014,192.690002,193.649994,190.490005,190.539993,161.900238,221909000,258
10/13/2014,190.460007,191.149994,187.300003,187.410004,159.240646,230939000,259
10/14/2014,188.419998,189.820007,187.039993,187.699997,159.487091,215847000,260
10/15/2014,185.160004,187.690002,181.919998,186.429993,158.40802,380715000,261
10/16/2014,183.059998,187.580002,182.889999,186.270004,158.272049,270391000,262
10/17/2014,188.419998,189.75,187.619995,188.470001,160.141403,214625000,263
10/20/2014,188.130005,190.449997,188.070007,190.300003,161.696289,130011000,264
10/21/2014,191.679993,194.199997,191.479996,194.070007,164.899628,154949000,265
10/22/2014,194.410004,194.910004,192.610001,192.690002,163.727066,151822000,266
10/23/2014,194.619995,196.199997,194.259995,194.929993,165.630371,154944000,267
10/24/2014,195.25,196.490005,194.490005,196.429993,166.904892,117927000,268
10/27/2014,195.729996,196.449997,195.029999,196.160004,166.675476,82954000,269
10/28/2014,196.820007,198.419998,196.729996,198.410004,168.587311,106736000,270
10/29/2014,198.550003,199.119995,196.800003,198.110001,168.332413,142557000,271
10/30/2014,197.580002,199.949997,197.399994,199.380005,169.411514,113330000,272
10/31/2014,201.779999,201.820007,200.770004,201.660004,171.348785,146903000,273
11/3/2014,201.919998,202.449997,201.309998,201.770004,171.442291,93600000,274
11/4/2014,201.229996,201.600006,200.059998,201.070007,170.847473,93343000,275
11/5/2014,202.539993,202.589996,201.449997,202.339996,171.926575,91709000,276
11/6/2014,202.389999,203.259995,201.639999,203.149994,172.614807,107089000,277
11/7/2014,203.169998,203.600006,202.610001,203.339996,172.776291,89540000,278
11/10/2014,203.380005,204.039993,203.130005,203.979996,173.320084,66319000,279
11/11/2014,204.059998,204.309998,203.649994,204.179993,173.489975,54499400,280
11/12/2014,203.350006,204.240005,203.309998,203.960007,173.303101,90120300,281
11/13/2014,204.160004,204.830002,203.210007,204.190002,173.498505,85357900,282
11/14/2014,204.100006,204.490005,203.720001,204.240005,173.54097,80417500,283
11/17/2014,203.850006,204.580002,203.649994,204.369995,173.651474,80441000,284
11/18/2014,204.440002,205.919998,204.440002,205.550003,174.654114,76068100,285
11/19/2014,205.309998,205.550003,204.300003,205.220001,174.373703,82373000,286
11/20/2014,204.259995,205.710007,204.179993,205.580002,174.679535,72840300,287
11/21/2014,207.639999,207.839996,205.979996,206.679993,175.614243,142327300,288
11/24/2014,207.169998,207.389999,206.910004,207.259995,176.107086,65880800,289
11/25/2014,207.539993,207.789993,206.800003,207.110001,175.97963,79108300,290
11/26/2014,207.289993,207.759995,207.029999,207.639999,176.429916,62167800,291
11/28/2014,207.490005,207.869995,206.910004,207.199997,176.056091,57890100,292
12/1/2014,206.399994,206.539993,205.380005,205.759995,174.83252,103968400,293
12/2/2014,205.809998,207.339996,205.779999,207.089996,175.96257,74507200,294
12/3/2014,207.300003,208.149994,207.100006,207.889999,176.642349,68952000,295
12/4/2014,207.539993,208.270004,206.699997,207.660004,176.446945,91316600,296
12/5/2014,207.869995,208.470001,207.550003,208,176.73587,91025500,297
12/8/2014,207.520004,208.119995,205.929993,206.610001,175.554779,108588200,298
12/9/2014,204.369995,206.600006,203.910004,206.470001,175.435806,125180100,299
12/10/2014,205.910004,205.979996,202.929993,203.160004,172.623322,159856400,300
12/11/2014,203.880005,206.190002,203.710007,204.190002,173.498505,159012800,301
12/12/2014,202.639999,203.820007,200.850006,200.889999,170.694519,202330200,302
12/15/2014,201.979996,202.529999,198.779999,199.509995,169.521957,189965800,303
12/16/2014,198.580002,202.399994,197.860001,197.910004,168.16243,259543800,304
12/17/2014,198.440002,202.339996,198.289993,201.789993,171.459244,253910100,305
12/18/2014,204.740005,212.970001,203.919998,206.779999,175.699219,257633900,306
12/19/2014,206.429993,207.330002,205.610001,206.520004,176.446777,245084600,307
12/22/2014,206.75,207.470001,206.460007,207.470001,177.258453,148318900,308
12/23/2014,208.169998,208.229996,207.399994,207.75,177.497696,122167900,309
12/24/2014,208.020004,208.339996,207.720001,207.770004,177.514771,42963400,310
12/26/2014,208.309998,208.850006,208.25,208.440002,178.087234,57326700,311
12/29/2014,208.220001,208.970001,208.139999,208.720001,178.326401,79643900,312
12/30/2014,208.210007,208.369995,207.509995,207.600006,177.369568,73540800,313
12/31/2014,207.990005,208.190002,205.389999,205.539993,175.609482,130333800,314
1/2/2015,206.380005,206.880005,204.179993,205.429993,175.515503,121465900,315
1/5/2015,204.169998,204.369995,201.350006,201.720001,172.345734,169632600,316
1/6/2015,202.089996,202.720001,198.860001,199.820007,170.722458,209151400,317
1/7/2015,201.419998,202.720001,200.880005,202.309998,172.849854,125346700,318
1/8/2015,204.009995,206.160004,203.990005,205.899994,175.917068,147217800,319
1/9/2015,206.399994,206.419998,203.509995,204.25,174.507355,158567300,320
1/12/2015,204.410004,204.600006,201.919998,202.649994,173.140289,144396100,321
1/13/2015,204.119995,205.479996,200.509995,202.080002,172.653305,214553300,322
1/14/2015,199.649994,201.100006,198.570007,200.860001,171.611023,192991100,323
1/15/2015,201.630005,202.009995,198.880005,199.020004,170.038956,176613900,324
1/16/2015,198.770004,201.820007,198.550003,201.630005,172.26889,211879600,325
1/20/2015,202.399994,202.720001,200.169998,202.059998,172.63623,130991100,326
1/21/2015,201.5,203.660004,200.940002,203.080002,173.507721,122942700,327
1/22/2015,203.990005,206.259995,202.330002,206.100006,176.087952,174356000,328
1/23/2015,205.789993,206.100006,204.809998,204.970001,175.122498,117516800,329
1/26/2015,204.710007,205.559998,203.850006,205.449997,175.532608,92009700,330
1/27/2015,202.970001,204.119995,201.740005,202.740005,173.217224,134044600,331
1/28/2015,204.169998,204.289993,199.910004,200.139999,170.995819,168514300,332
1/29/2015,200.380005,202.300003,198.679993,201.990005,172.576431,173585400,333
1/30/2015,200.570007,202.169998,199.130005,199.449997,170.406311,197729700,334
2/2/2015,200.050003,202.029999,197.860001,201.919998,172.516632,163107000,335
2/3/2015,203,204.850006,202.550003,204.839996,175.011444,124212900,336
2/4/2015,203.919998,205.380005,203.509995,204.059998,174.345016,134306700,337
2/5/2015,204.860001,206.300003,204.770004,206.119995,176.105042,97953200,338
2/6/2015,206.559998,207.240005,204.919998,205.550003,175.618057,125672000,339
2/9/2015,204.770004,205.639999,204.139999,204.630005,174.832062,87219000,340
2/10/2015,205.880005,207.119995,204.679993,206.809998,176.69458,96164200,341
2/11/2015,206.610001,207.449997,205.830002,206.929993,176.797119,91087800,342
2/12/2015,207.889999,208.990005,206.970001,208.919998,178.497284,97545900,343
2/13/2015,209.070007,209.839996,208.759995,209.779999,179.23204,93670400,344
2/17/2015,209.399994,210.320007,209.100006,210.110001,179.514008,76968200,345
2/18/2015,209.660004,210.220001,209.339996,210.130005,179.531128,80652900,346
2/19/2015,209.410004,210.419998,209.240005,209.979996,179.402908,91462500,347
2/20/2015,209.479996,211.330002,208.729996,211.240005,180.479477,140896400,348
2/23/2015,210.940002,211.210007,210.479996,211.210007,180.453812,74411100,349
2/24/2015,211.119995,212.050003,210.759995,211.809998,180.966415,72472300,350
2/25/2015,211.660004,212.240005,211.220001,211.630005,180.812698,73061700,351
2/26/2015,211.520004,211.710007,210.649994,211.380005,180.599152,72697900,352
2/27/2015,211.259995,211.580002,210.600006,210.660004,179.983902,108076000,353
3/2/2015,210.779999,212.059998,210.720001,211.990005,181.1203,87491400,354
3/3/2015,211.470001,212.050003,210.080002,211.119995,180.376938,110325800,355
3/4/2015,210.399994,210.490005,209.059998,210.229996,179.616547,114497200,356
3/5/2015,210.619995,210.800003,209.850006,210.460007,179.813065,76873000,357
3/6/2015,209.419998,209.940002,207.100006,207.5,177.284058,188128000,358
3/9/2015,207.740005,208.789993,207.550003,208.360001,178.01886,89818900,359
3/10/2015,206.710007,206.809998,204.929993,204.979996,175.131073,157121300,360
3/11/2015,205.289993,205.5,204.399994,204.5,174.720963,110145700,361
3/12/2015,205.259995,207.179993,205.199997,207.100006,176.942322,93993500,362
3/13/2015,206.770004,207.929993,204.580002,205.830002,175.857239,162410900,363
3/16/2015,206.710007,208.690002,205.860001,208.580002,178.206818,136099200,364
3/17/2015,207.690002,208.419998,206.979996,207.960007,177.677063,94510400,365
3/18/2015,207.389999,211.270004,206.619995,210.460007,179.813065,228808500,366
3/19/2015,209.960007,210.470001,209.029999,209.5,178.992844,117917300,367
3/20/2015,209.710007,211.020004,209.490005,210.410004,180.572769,177715100,368
